Condition	Ptot	grRate	glucose (EX_C00031__dra)	CO2 (EX_C00011__dra)	oxygen (EX_C00007__dra)	pyruvate (EX_C00022__dra)	succinate (EX_C00042__dra)	glycerol (EX_C00116__dra)	acetate (EX_C00033__dra)
Std	0.5	0.1	-0.8	2	-2	8.06E-03	1.00E-04	0.1893379	0.89483471
